fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5244309620226647,0.9320001518998713,-1.3932579682543467,-0.4611570659989154,-0.24562280114914936,-0.46855351735712547,-0.3840497273360723,0.5840033590895145,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,-0.395721802129793
-0.2940627430687092,1.9158004330673288,-1.3932579682543467,0.056664837783860986,0.2000940299237609,0.8720027565130501,0.6040732824365008,0.048737186326545945,-0.7083954824325219,0.12482156902198069,-0.5845748022720374,-0.395721802129793
-0.2940627430687092,1.2599335789556907,-1.1886173220660021,-0.16525883526590046,0.07853489417660348,-0.08553743910850388,0.21481270282912354,0.15579042087912778,-0.32124690577335663,-0.051024159002420445,-0.5845748022720374,-0.395721802129793
1.6640671180399145,-1.3635338374908619,1.471711078382476,-0.4611570659989154,-0.2658826571070089,0.10597060001580692,0.39447143187868233,0.6910565936420964,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,-0.395721802129793
-0.5244309620226647,0.7133778671959924,-1.3932579682543467,-0.535131623682169,-0.2658826571070089,-0.27704547823281467,-0.20439099828651355,0.5840033590895145,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,-0.395721802129793
-0.23647068833021995,0.385444440140173,-1.08629699897183,-0.6830807390486765,-0.3874417928541661,-0.08553743910850388,0.36452831037042255,-0.16536928277867716,-0.06314785466724451,-1.1647137698236267,-0.9543742892850674,-0.395721802129793
-0.5820230167611539,0.6587222960200224,-1.3932579682543467,-0.9789789697816916,-0.4684812166856044,-0.08553743910850388,-0.7733103069434496,-1.128848393751973,0.5175750103215091,-1.1060985271488266,-0.39967505876552323,2.527027812513624
-0.2940627430687092,0.27613329778823315,-1.2909376451601744,-0.3871825083156616,-0.3064023690227281,-0.6600615564814363,-0.863139671468229,0.048737186326545945,0.32400072199192365,-0.5199461004008235,-0.8619244175318104,2.527027812513624
-0.46683890728417593,-0.1611112716195254,0.4485078474407534,2.645774356697742,-0.34692208093844723,0.10597060001580692,1.6520825352255937,0.5840033590895145,0.259475959215397,0.8282044811195846,0.06257430000076386,-0.395721802129793
-0.9275753451920874,0.27613329778823315,-0.9839766758776577,-0.535131623682169,0.17983417396590107,-0.08553743910850388,0.5441870394199813,-0.43300236916013174,-0.19219738022030056,-0.6957918284252239,-1.1392740327915833,-0.395721802129793
