fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5268234252349292,0.9674371766958527,-1.3967663178728682,-0.46859109753734807,-0.28654397944120835,-0.4722210118415535,-0.38980767960568913,0.6025169624190431,1.3362030804459717,-0.5863601933151399,1,0
-0.2955018380921262,1.9801001760357604,-1.3967663178728682,-0.08504993936373716,0.023186145632933225,0.8859765650741528,0.6152172427698209,0.052556031012612,-0.7271789461500275,0.10827601419490704,1,0
-0.2955018380921262,1.3049915098091553,-1.1914462673175497,-0.24942472143814196,-0.06128570666001452,-0.08416456129420885,0.21929833395522605,0.162548217293886,-0.3278146829379008,-0.06538303768260487,1,0
1.6707316526217009,-1.3954431550972646,1.4777143899015914,-0.46859109753734807,-0.30062262149003294,0.1098636639794635,0.4020301380235006,0.7125091487003171,-0.9934217882914473,-0.47058749206346595,1,0
-0.5268234252349292,0.7424009546203181,-1.3967663178728682,-0.5233826915621496,-0.30062262149003294,-0.2781927865678812,-0.2070758755374146,0.6025169624190431,1.3362030804459717,-0.5863601933151399,1,0
-0.23767144130642512,0.40484662150701534,-1.0887862420398904,-0.6329658796117527,-0.3850944737829805,-0.08416456129420885,0.3715748373454549,-0.16742834154999706,-0.06157184079648099,-1.1652236995735126,1,0
-0.5846538220206302,0.6861418991014343,-1.3967663178728682,-0.852132255710959,-0.441409041978279,-0.08416456129420885,-0.785726588420284,-1.1573580180815242,0.5374745540217151,-1.1073373489476757,1,1
-0.2955018380921262,0.29232851046924774,-1.294106292595209,-0.4137995035125465,-0.3287799055876822,-0.6662492371152259,-0.8770924904544213,0.052556031012612,0.3377924224156488,-0.5284738426893033,1,1
-0.4689930284492285,-0.1577439336818221,0.4511141371249983,3.038070920049951,-0.35693718968533145,0.1098636639794635,1.6811527665014225,0.6025169624190431,0.27123171188029527,0.802912221704954,2,0
-0.9316362027348348,0.29232851046924774,-0.9861262167622312,-0.5233826915621496,0.009107503584108405,-0.08416456129420885,0.5543066414137294,-0.44240880725318205,-0.19469326186719088,-0.7021328945668145,1,0
-1.567770567377544,0.489235204785341,-1.3967663178728682,-0.6329658796117527,-0.1035216328064882,0.012849551342627323,0.3715748373454549,-1.3223462975034963,1.8021280541934577,-0.8179055958184891,1,0
-0.2955018380921262,0.4611056770258991,0.09180404865319086,-0.6329658796117527,0.248444418414127,-0.6662492371152259,-0.542084182995918,0.382532589856434,-0.3278146829379008,3.581457051745142,1,0
0.34063252655058296,0.5173647325447829,-0.47282609037393497,3.038070920049951,3.830332528476086,3.3113293809950566,3.016313148226953,1.0424857075442,-0.9934217882914473,1.2660030267116518,1,0
0.34063252655058296,0.5173647325447829,-0.4214960777351053,3.038070920049951,3.830332528476086,3.3113293809950566,3.016313148226953,1.0424857075442,-0.9268610777560938,1.5554347798408383,1,0
0.10931093940777951,-1.3954431550972646,1.4777143899015914,-0.5233826915621496,-0.06128570666001452,1.8561176914425144,1.7116080671794682,0.10755212415324901,-0.06157184079648099,0.5134804685757676,2,1
-0.1220106477350239,0.17981039943148072,0.04047403601436147,-0.5781742855869512,3.830332528476086,0.012849551342627323,0.28020893531131763,0.052556031012612,-1.3262253409682236,3.581457051745142,1,0
-0.5268234252349292,0.3485875659881315,-0.9861262167622312,3.038070920049951,-0.14575755895296225,-0.9572915750257344,-0.542084182995918,0.382532589856434,0.4709138434863586,-0.9336782970701637,1,0
-0.23767144130642512,-1.1704069330217297,1.221064326707443,-0.5233826915621496,3.830332528476086,0.1098636639794635,0.28020893531131763,0.10755212415324901,-1.7921503147157067,3.581457051745142,1,0
0.34063252655058296,-1.7329974882105674,1.067074288790954,-0.5233826915621496,-0.2724653373923837,1.2740330156214976,0.4020301380235006,0.052556031012612,0.5374745540217151,-0.7600192451926518,1,0
-0.4111626316635279,-0.7765935443895433,0.19446407393085022,-0.24942472143814196,-0.20207212714826076,0.6919483398004805,0.737038445482004,0.8225013349815911,1.402763790981328,-0.06538303768260487,1,0
-0.23767144130642512,-0.5515573223140083,-0.3188360524574461,-0.6329658796117527,0.13581528202353002,-0.5692351244783898,-0.2984417775715518,-0.057436155268662,-0.9268610777560938,1.4396620785891636,1,0
0.10931093940777951,-0.2140029892007059,-0.8321361788457425,-0.24942472143814196,-0.1739148430506113,-0.6662492371152259,0.6152172427698209,0.052556031012612,-0.9268610777560938,-0.7600192451926518,1,0
-0.8159754091634331,-0.7203344888706594,-0.6781461409292534,-0.19463312741334038,-0.1598362010017867,0.4979201145268082,-0.2070758755374146,0.052556031012612,0.8037173961631349,-0.1811557389342795,1,0
-1.1629577898776384,-0.7765935443895433,-0.5754861156515942,-0.7425490676613559,-0.23022941124590982,-0.4722210118415535,-0.7248159870641925,-0.66239317981573,0.2046710013449388,-0.5863601933151399,1,0
-0.4111626316635279,-0.664075433351776,-0.16484601454095724,-0.5233826915621496,-0.23022941124590982,-1.1513198002994067,-1.0902795952007418,-0.2774205278312711,-0.19469326186719088,-0.41270114143762865,1,0
-0.7003146155920319,1.0236962322147365,-1.3967663178728682,-0.46859109753734807,-0.23022941124590982,-0.18117867393104503,-0.3593523789276434,0.27254040357516,1.0699602383045548,-0.6442465439409772,1,0
-0.2955018380921262,0.6580123713419924,-1.3967663178728682,-0.4137995035125465,-0.20207212714826076,-0.7632633497520621,-0.9380030918105128,-0.16742834154999706,0.4709138434863586,-0.41270114143762865,1,0
