fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol_low,alcohol_medium,alcohol_high
-0.5268234252349286,0.9674371766958524,-1.3967663178728684,-0.468591097537348,-0.28654397944120824,-0.4722210118415535,-0.389807679605689,0.6025169624189606,1.336203080445973,-0.5863601933151403,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.2955018380921257,1.9801001760357602,-1.3967663178728684,-0.08504993936373718,0.023186145632933308,0.8859765650741527,0.615217242769821,0.05255603101252956,-0.7271789461500265,0.10827601419490661,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.2955018380921257,1.3049915098091551,-1.1914462673175499,-0.24942472143814193,-0.061285706660014434,-0.08416456129420888,0.2192983339552262,0.16254821729380356,-0.3278146829378997,-0.0653830376826053,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
1.670731652621701,-1.3954431550972648,1.4777143899015912,-0.468591097537348,-0.3006226214900328,0.10986366397946344,0.40203013802350074,0.7125091487002346,-0.9934217882914465,-0.4705874920634664,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.5268234252349286,0.7424009546203177,-1.3967663178728684,-0.5233826915621494,-0.3006226214900328,-0.2781927865678812,-0.20707587553741447,0.6025169624189606,1.336203080445973,-0.5863601933151403,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.23767144130642462,0.404846621507015,-1.0887862420398906,-0.6329658796117525,-0.3850944737829804,-0.08416456129420888,0.371574837345455,-0.1674283415500795,-0.06157184079647987,-1.165223699573513,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.5846538220206297,0.686141899101434,-1.3967663178728684,-0.8521322557109587,-0.4414090419782789,-0.08416456129420888,-0.7857265884202839,-1.1573580180816065,0.5374745540217163,-1.107337348947676,2.527027812513624,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.2955018380921257,0.2923285104692474,-1.2941062925952092,-0.41379950351254646,-0.3287799055876821,-0.6662492371152258,-0.8770924904544212,0.05255603101252956,0.33779242241564994,-0.5284738426893038,2.527027812513624,1.064630447892999,-0.8811756852270121,-0.3224600807163029
-0.468993028449228,-0.1577439336818224,0.45111413712499815,3.0380709200499503,-0.35693718968533134,0.10986366397946344,1.6811527665014228,0.6025169624189606,0.27123171188029643,0.8029122217049536,-0.395721802129793,-0.9392930682934078,1.1348474733984246,-0.3224600807163029
-0.9316362027348343,0.2923285104692474,-0.9861262167622313,-0.5233826915621494,0.009107503584108488,-0.08416456129420888,0.5543066414137295,-0.4424088072532645,-0.1946932618671898,-0.7021328945668149,-0.395721802129793,1.064630447892999,-0.8811756852270121,-0.3224600807163029
